Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits,Avg_Trading
2018-03-13,1360.02,1366.9,1335.42,1342.3,88067154,0,0,1351.16
2009-05-06,125.77,128.03,121.19,125.2,52522096,0,0,125.05
2005-04-20,112.13,112.13,102.16,104.3,47498256,0,0,107.68
2007-10-31,201.25,204.46,195.49,199.52,47216528,0,0,200.18
2004-08-26,92.2,92.67,90.65,90.99,40443200,0,0,91.63
2009-07-20,176.52,204.24,176.52,198.55,34539536,0,0,188.96
2004-08-27,91.31,91.31,89.09,89.47,30646000,0,0,90.3
2005-01-13,122.08,124.75,118.82,120.48,27757952,0,0,121.53
2005-04-19,124.27,126.04,110.08,112.94,27235152,0,0,118.33
2004-08-30,90.15,92.01,89.69,91.71,24465208,0,0,90.89
2018-07-11,1781.62,1873.51,1776.14,1856.54,22903802,0,0,1821.95
2007-04-25,233.46,233.82,230.22,232.76,21752404,0,0,232.57
2004-09-02,92.01,93.37,91.64,92.36,21356352,0,0,92.34
2004-08-31,91.69,92.01,90.71,91.84,21194656,0,0,91.56
2004-09-13,92.11,94.39,92.11,93.27,20904912,0,0,92.97
2005-01-12,123.57,127.48,119.91,120.97,20720032,0,0,122.98
2004-09-01,92.01,92.48,91.42,91.82,19935544,0,0,91.93
2020-10-08,2763.24,2847.13,2763.24,2788.6,19839329,0,0,2790.55
2004-10-14,102.52,104.47,101.13,103.74,19225984,0,0,102.97
2010-07-16,322.62,340.27,322.62,338.3,19135452,0,0,330.95
2004-10-28,106.7,109.48,106.7,108.66,18591416,0.38,0,107.88
2018-04-20,1511.18,1591.32,1506.53,1582.07,18465662,0,0,1547.77
2012-04-24,464.93,499.32,462.98,494.85,18113782,0,0,480.52
2005-05-30,118.59,124.56,118.11,123.26,17893184,0,0,121.13
2004-10-15,104.26,106.05,103.84,104.66,17799744,0,0,104.7
2004-10-06,100.47,102.5,99.92,100.53,17670664,0,0,100.86
2020-10-05,2585.6,2692.28,2568.88,2670.28,17412105,0,0,2629.26
2011-04-21,506.6,508.56,477.97,486.64,17333968,0,0,494.94
2009-05-28,122.85,132.8,122.85,130.69,16863676,0,0,127.29
2008-04-29,170.18,179.44,167.89,175.68,16209848,0,0,173.3
2004-09-23,97.41,97.5,95.45,95.76,15819680,0,0,96.53
2005-01-14,121.58,122.81,119,120.81,15757776,0,0,121.05
2009-07-30,201.25,217.08,195.27,212.34,15672482,0,0,206.48
2004-10-12,103.17,103.63,100.16,100.79,15600512,0,0,101.94
2008-05-30,191.2,202.4,188.7,200.49,15485284,0,0,195.7
2004-09-22,97.44,98.15,96.39,97.78,15371584,0,0,97.44
2004-09-14,93.41,94.69,93.22,94.4,15335472,0,0,93.93
2008-04-24,174.42,174.59,166.7,171.86,15290096,0,0,171.89
2009-03-26,101.02,113.89,101.02,110.05,15230328,0,0,106.49
2018-04-23,1592.09,1654.35,1576.07,1584.95,15185910,0,0,1601.86
2004-10-04,98.24,100.47,98.01,100.05,15129824,0,0,99.19
2008-09-25,138.83,140.15,130.65,134.02,15122632,0,0,135.91
2006-04-18,186.69,197.07,186.69,189.66,14778488,0,0,190.03
2004-09-17,94.06,95.72,93.9,95.22,14627896,0,0,94.73
2005-07-18,117.43,138.72,117.43,124.02,14475608,0,0,124.4
2004-10-05,100.41,101.22,99.96,100.44,14341288,0,0,100.51
2009-01-09,97.92,107.69,95,105.17,14219980,0,0,101.45
2006-07-19,178.15,179.38,165.23,166.37,14046384,0,0,172.28
2006-01-12,155.73,159.12,152.15,157.68,13919696,0,0,156.17
2004-09-21,95.26,97.45,94.99,97.2,13897080,0,0,96.22
2009-05-29,131.78,139.91,128.61,138.85,13871224,0,0,134.79
2008-10-13,102.79,117.38,102.17,111.53,13866024,0,0,108.47
2008-04-22,190.04,190.04,170.17,171.18,13785196,0,0,180.36
2008-10-10,105.13,107.08,93.53,102.17,13742076,0,0,101.98
2004-10-18,105.4,106.14,104.59,105.7,13693344,0,0,105.46
2005-01-17,122.04,122.04,115.57,117.72,13651184,0,0,119.34
2007-10-18,217.58,220.43,206.52,215.44,13645436,0,0,214.99
2005-10-13,138.2,139.61,134.47,135.5,13605792,0,0,136.94
2009-01-13,97.86,105.18,95.63,102.96,13359808,0,0,100.41
2005-04-21,105.12,107.27,103.72,106.75,13252336,0,0,105.71
2009-06-05,139.71,143.6,137.22,142.15,13220132,0,0,140.67
2006-04-12,179.16,179.33,166.4,168.08,13157376,0,0,173.24
2009-05-19,147.79,147.79,129.19,131.98,13015576,0,0,139.19
2009-07-21,199.52,203.55,188.04,189.45,13005820,0,0,195.14
2005-04-22,108.39,109.48,106.55,109.02,12958672,0,0,108.36
2006-06-14,147.42,153.37,136.97,140.03,12786016,0,0,144.45
2019-10-11,1841.09,1902.11,1835.37,1894.34,12593069,0,0,1868.23
2008-05-07,183.29,189.06,183.29,186.53,12585540,0,0,185.54
2004-09-30,96.25,96.75,94.86,95.46,12521432,0,0,95.83
2008-10-20,96.69,98.32,88.63,95.66,12413060,0,0,94.83
2007-01-15,256.69,260.11,247.19,252.19,12255832,0,0,254.04
2008-11-28,101.46,111.26,101.46,109.57,12138064,0,0,105.94
2018-04-26,1612.08,1655.32,1612.08,1645.67,12135034,0,0,1631.29
2010-04-20,330.5,333.57,315.28,316.28,12016986,0,0,323.91
2011-10-18,437.64,438.56,420.53,425.91,12006778,0,0,430.66
2004-09-15,94.62,94.8,93.06,93.51,11988288,0,0,94
2008-12-01,109.57,116.3,108.97,110.5,11958704,0,0,111.34
2008-10-21,104.82,110.56,96.05,108.85,11804900,0,0,105.07
2004-10-19,105.97,106.77,105.59,106.25,11767128,0,0,106.15
2008-07-24,169.65,169.65,153.71,155.69,11742336,0,0,162.17
2004-09-29,94.73,96.01,94.45,95.83,11737176,0,0,95.25
2012-01-18,446.29,453.03,431.95,444.7,11665532,0,0,443.99
2005-10-11,137.26,138.65,133.68,137.99,11565120,0,0,136.89
2005-06-22,122.31,125.12,122.31,124.59,11537376,0,0,123.58
2009-04-21,114.21,115.97,107.4,108.53,11488980,0,0,111.53
2004-12-06,115.56,116.49,112.62,113.18,11473872,0,0,114.46
2009-08-12,213.1,213.49,203.54,206.98,11326536,0,0,209.28
2009-05-04,124.34,137.86,124.18,131.32,11142936,0,0,129.43
2005-06-02,122.22,122.31,118.21,118.53,11076624,0,0,120.32
2009-07-29,191.19,201.03,189.2,199.07,11072150,0,0,195.12
2005-04-29,105.47,106.96,104.38,105.69,11065704,0,0,105.63
2006-07-18,176.06,184.58,171.85,173.65,11043936,0,0,176.54
2005-09-15,131.8,136.76,131.8,136.31,11040736,0,0,134.17
2004-10-01,95.64,98.19,95.39,97.38,10968888,0,0,96.65
2008-10-29,110.08,112.63,103.86,105.93,10955572,0.75,0,108.12
2009-05-15,122.96,129.04,122.96,126.92,10942472,0,0,125.47
2005-10-18,135.85,138,134.82,135.75,10941600,0.38,0,136.1
2010-01-13,297.67,318.2,297.53,315.07,10910272,0,0,307.12
2008-05-08,186.17,186.19,177.12,182.72,10845832,0,0,183.05
2005-02-24,128.48,130.43,127.19,127.82,10806440,0,0,128.48
2009-07-22,191.87,192.38,179.41,184.96,10674690,0,0,187.16
2009-08-10,205.19,219.77,204.73,214.71,10623976,0,0,211.1
2009-04-29,118.63,123.95,118.63,122.89,10531292,0,0,121.02
2004-11-30,116.32,119.84,116.02,118.79,10508144,0,0,117.74
2008-10-23,102.14,114.48,97.59,106.55,10501016,0,0,105.19
2007-04-17,245.03,250.61,235.94,238.27,10464964,0,0,242.46
2005-06-21,121.47,122.63,119.91,121.95,10463544,0,0,121.49
2008-10-31,111.45,116.54,103.76,105.28,10375980,0,0,109.26
2005-02-11,125.02,129.6,125.02,129.11,10367096,0,0,127.19
2005-05-31,123.34,125.48,121.99,124.67,10365568,0,0,123.87
2005-05-23,109.32,115.39,109.32,114.35,10362016,0,0,112.1
2008-07-17,142.59,152.65,141.63,151.95,10350716,0,0,147.2
2010-01-14,319.02,319.02,307.4,311.59,10327614,0,0,314.26
2004-11-08,108.57,110.79,107.73,110.35,10291728,0,0,109.36
2007-03-29,226.59,239.52,226.59,237.91,10266624,0,0,232.65
2017-01-13,1068.15,1072.68,1018.05,1023.25,10235580,0,0,1045.53
2009-08-27,219.07,225.44,215.49,218.17,10230928,0,0,219.54
2009-03-13,93.28,100.5,93.28,99.88,10199700,0,0,96.73
2009-04-08,115.3,120.93,110.55,119.05,10193512,0,0,116.46
2009-10-08,236.99,238.49,226.44,227.59,10162172,0,0,232.38
2004-10-07,100.66,102.24,100.66,101.97,10080128,0,0,101.38
2009-10-07,246.51,246.51,234.46,235.68,10075972,0,0,240.79
2005-10-19,137.54,137.54,129.27,132.04,10058832,0,0,134.1
2009-08-13,212.86,212.86,206.96,209.81,10033928,0,0,210.62
2009-10-09,229.05,235.16,221.72,223.75,10032478,0,0,227.42
2009-01-29,100.9,102.08,97.76,101.29,10017036,0,0,100.51
2002-12-31,42.77,45.42,41.64,44.7,9998480,0,0,43.63
2008-12-03,105.06,108.06,102.17,104.75,9997992,0,0,105.01
2007-04-16,244.7,248.88,242.08,243.99,9986220,0,0,244.91
2020-04-17,1767.2,1818.2,1721.05,1773.29,9895823,0,0,1769.94
2014-10-17,1081.82,1097.71,1062.15,1067.03,9892812,0,0,1077.18
2009-09-08,219.83,227.24,218.93,220.92,9892042,0,0,221.73
2004-09-03,93.5,102.24,92.05,92.75,9869856,0,0,95.13
2005-04-15,130.35,130.35,122.87,123.25,9862480,0,0,126.7
2009-09-01,213.1,213.63,206.76,209.87,9862194,0,0,210.84
2020-10-06,2700.08,2700.08,2615.31,2678.67,9846367,0,0,2673.53
2006-04-19,191.5,193.49,188.58,189.97,9803312,0,0,190.88
2009-01-16,99.64,101.66,95.29,98.52,9790076,0,0,98.78
2005-05-26,117.55,121.1,116.91,120.54,9782096,0,0,119.02
2007-04-13,230.6,241.73,227.55,240.51,9778848,0,0,235.1
2004-12-03,116.42,117.04,113.84,115.25,9777216,0,0,115.64
2009-04-15,108.69,114.65,108.39,113.84,9767236,0,0,111.39
2008-11-18,101.85,101.85,94.02,94.64,9755152,0,0,98.09
2008-10-17,97.35,102.99,86.64,88.36,9743540,0,0,93.83
2006-10-16,213.32,218.06,211.42,214.21,9727060,0,0,214.25
2009-06-25,151.53,155.49,146.88,150.93,9694662,0,0,151.21
2009-06-09,144.07,156.66,144.07,154.13,9690708,0,0,149.73
2006-04-17,172.25,180.37,171.33,179.95,9688752,0,0,175.97
2015-04-17,1122.21,1123.48,1083.98,1086.11,9668742,0,0,1103.95
2004-12-02,117.88,119,115.47,115.8,9657704,0,0,117.04
2020-10-07,2706,2733.63,2667.51,2700.03,9656101,0,0,2701.8
2012-05-08,507.61,511.63,495.45,497.54,9631578,0,0,503.06
2004-12-28,118.54,122.45,118,122.02,9614448,0,0,120.25
2010-10-22,415.71,426.85,415.71,423.11,9610404,0,0,420.35
2020-07-10,2171.43,2215.34,2142.63,2188.27,9610320,0,0,2179.42
2005-01-05,124.89,124.89,119.31,123.48,9604320,0,0,123.14
2005-12-08,150.26,153.06,150,152.29,9585192,0,0,151.41
2008-09-19,151.8,151.8,142.14,149.3,9544368,0,0,148.76
2012-01-12,454.97,460.76,441.6,450.22,9528684,0,0,451.89
2006-07-12,168.49,180.7,168.49,178.93,9521616,0,0,174.15
2021-01-11,3201.19,3201.19,3118.48,3148.11,9508039,0,0,3167.24
2008-04-30,176.75,180.54,174.9,177.7,9487980,0,0,177.47
2009-05-12,120.21,127.26,120.21,126.33,9487452,0,0,123.5
2009-05-14,121.78,123.56,119.28,122.14,9443176,0,0,121.69
2008-11-04,116.86,116.86,95.98,99.6,9422540,0,0,107.32
2004-10-25,104.56,104.75,103.24,103.85,9390272,0,0,104.1
2009-06-10,154.69,158.63,151.19,154.06,9383796,0,0,154.64
2018-10-12,1858.5,1858.5,1788.03,1802.41,9373289,0,0,1826.86
2008-05-14,174.61,188.88,171.94,187.37,9373188,0,0,180.7
2007-02-28,234.98,237.26,223.36,227.44,9347956,0,0,230.76
2005-07-15,115.46,118.36,113.97,117.1,9341720,0,0,116.22
2004-10-11,102.24,103.31,100.84,101.24,9332056,0,0,101.91
2009-12-21,291.71,299.26,290.27,293.29,9326994,0,0,293.64
2008-06-24,164.9,168.33,159.73,163.81,9287176,0,0,164.19
2012-05-09,495.18,511.59,494.81,507.84,9271544,0,0,502.35
2009-06-08,142.81,147.74,141.88,146.24,9267824,0,0,144.67
2008-11-05,100.87,107.51,97.94,99.19,9233164,0,0,101.38
2009-05-27,124.3,128.48,124.3,127.8,9222868,0,0,126.22
2019-01-11,1760.72,1765.43,1727.77,1734.88,9209862,0,0,1747.2
2019-04-15,1953.21,2000.2,1925.85,1994.07,9189201,0,0,1968.34
2018-06-15,1687.85,1732.02,1677.16,1725.41,9183574,0,0,1705.61
2008-12-24,97.29,98.87,92.5,93.66,9148436,0,0,95.58
2009-09-11,223.45,226.64,221.26,223.19,9130296,0,0,223.64
2009-07-17,167.15,176.81,167,172.19,9094956,0,0,170.79
2004-09-06,96.65,96.65,92.28,92.47,9038672,0,0,94.51
2010-01-12,292.47,301.26,290.47,299.68,9027690,0,0,295.97
2009-01-07,101.66,101.81,91,98.88,9013828,0,0,98.34
2009-05-08,123.75,126.51,121.88,124.33,9001752,0,0,124.12
2006-07-17,178.41,181.18,175.21,175.97,8996832,0,0,177.69
2012-04-13,452.23,457.76,439.76,442.7,8994680,0,0,448.11
2004-11-03,108.19,110.34,108.19,109.52,8978136,0,0,109.06
2008-10-27,93.65,100.85,80.86,96.71,8972576,0,0,93.02
2008-10-07,122.88,129.47,110.19,112.12,8884604,0,0,118.67
2005-02-14,129.98,132.5,129.98,131.72,8875264,0,0,131.04
2009-04-16,114.29,116.07,111.77,112.73,8868964,0,0,113.71
2004-11-02,105.3,109.94,104.84,108.07,8864040,0,0,107.04
2005-07-14,119.93,120.78,114.09,114.9,8860408,0,0,117.42
2009-08-26,209.79,221.06,209.73,218.47,8852624,0,0,214.76
2009-08-11,214.09,222.26,212.74,215.84,8843480,0,0,216.23
2008-07-25,155.04,164.8,151.7,155.04,8842536,0,0,156.65
2009-05-05,131.83,133,125.35,128.28,8822316,0,0,129.62
2007-03-28,242.02,242.02,227.56,228.89,8818048,0,0,235.12
2009-02-26,94.78,96.68,94,95.02,8808288,0,0,95.12
2006-10-17,216.54,221.8,210.47,211.78,8749216,0,0,215.15
2005-04-28,104.19,105.59,102.52,104.17,8728872,0,0,104.12
2020-03-12,1855.74,1860.03,1713.79,1724.99,8728786,0,0,1788.64
2005-11-18,142.44,144.23,142.44,143.85,8707720,0,0,143.24
2009-01-30,99.51,101.48,98.19,100.81,8707524,0,0,100
2004-10-29,108.84,108.84,106.72,107.75,8661776,0,0,108.04
2021-04-13,3191.39,3191.39,3051.43,3082.21,8654596,0,0,3129.11
2014-03-19,884.57,884.57,858.16,869.39,8652662,0,0,874.17
2009-03-12,90.97,95.57,90.97,94.08,8617456,0,0,92.9
2007-09-27,201.28,204.64,200.71,203.68,8602140,0,0,202.58
2006-04-13,170.36,172.69,167.06,169.62,8601672,0,0,169.93
2020-07-16,2214.54,2302.37,2190.95,2205.41,8582118,5,0,2228.32
2004-10-08,102.05,103.26,101.77,102.06,8558920,0,0,102.29
2013-04-18,624.91,627.83,599.51,610.13,8554458,0,0,615.6
2004-09-20,95.96,96.37,94.82,95.07,8552224,0,0,95.56
2008-09-15,151.86,155.56,145.04,148.08,8550948,0,0,150.14
2013-07-19,728.4,745.35,720.35,738.49,8550804,0,0,733.15
2020-03-20,1600.3,1834.94,1597.35,1764.69,8547498,0,0,1699.32
2020-03-30,1733.82,1870.28,1731.41,1746.09,8513547,0,0,1770.4
2009-05-20,132.03,138.32,130.65,133.34,8507664,0,0,133.59
2009-04-02,107.52,115.67,107.52,114.05,8503764,0,0,111.19
2004-12-01,119.38,119.38,117.14,117.56,8481864,0,0,118.36
2011-01-18,478.44,492.67,474.51,490.08,8481370,0,0,483.93
2008-10-24,98.07,104.43,85.66,97.12,8479936,0,0,96.32
2019-02-28,1943.78,1954.49,1866.03,1871.55,8454295,0,0,1908.96
2020-09-24,2417.84,2417.84,2272.37,2301.63,8424708,0,0,2352.42
2005-09-29,139.14,140.49,137.73,138.47,8421888,0,0,138.96
2010-04-13,320.49,330.02,315.38,328.84,8404916,0,0,323.68
2005-01-28,115.82,120.66,115.79,120.14,8393816,0,0,118.1
2008-09-30,115.26,131.75,114.87,129.59,8391372,0,0,122.86
2006-06-16,150.13,162.34,149.6,159.5,8390168,0.56,0,155.39
2009-04-28,118.06,119.78,113.57,117.94,8388692,0,0,117.34
2008-11-24,98.72,104.14,96.03,101.83,8370556,0,0,100.18
2005-07-29,119.59,121,118.37,119.01,8358552,0,0,119.49
2007-09-26,193.62,201.05,192.66,199.51,8340892,0,0,196.71
2008-07-18,151.32,155.58,145.3,154,8339496,0,0,151.55
2015-10-14,1131.04,1131.04,1100.85,1102.49,8337128,0,0,1116.35
2016-07-15,1139.02,1143.91,1098.09,1106.6,8336366,0,0,1121.9
2018-04-24,1585.58,1600.99,1554.19,1574.25,8314336,0,0,1578.75
2008-10-08,108.05,109.6,98.9,106.42,8301380,0,0,105.74
2015-07-10,1133.48,1133.48,1087.42,1095.99,8263654,0,0,1112.59
2013-01-15,582.45,586.64,556.05,560.43,8262978,0,0,571.39
2008-05-29,194.68,198.41,189.85,191.91,8258940,0,0,193.71
2008-12-04,104.79,108.46,98.59,107.61,8256508,0,0,104.86
2019-12-18,2114.1,2142.74,2093.68,2108.02,8251081,0,0,2114.64
2005-10-06,137.73,137.73,133.23,133.93,8233792,0,0,135.66
2004-09-27,95.5,95.97,94.34,94.87,8229512,0,0,95.17
2020-09-25,2336.91,2407.97,2321.22,2390.5,8228267,0,0,2364.15
2005-08-26,124.89,128.8,124.57,128.3,8198664,0,0,126.64
2018-04-25,1573.95,1619.52,1564.68,1613.59,8196574,0,0,1592.93
2007-05-08,242.04,243.94,239.61,241.38,8191004,0,0,241.74
2005-05-06,106.52,109.48,105.79,109.09,8188664,0,0,107.72
2018-04-13,1464.68,1506.9,1456.36,1466.22,8179118,0,0,1473.54
2008-11-19,95.98,97.15,92.39,94.54,8175088,0,0,95.02
2009-09-02,207.52,216.24,207.52,212.94,8161418,0,0,211.05
2011-08-09,397.66,405.99,390.53,397.58,8159270,0,0,397.94
2008-06-20,174.58,174.58,163.26,167.58,8157760,0,0,170
2009-08-18,201.15,205.07,198.96,202.68,8149844,0,0,201.96
2009-04-27,115.05,119.97,112.82,118.61,8141124,0,0,116.61
2008-07-02,164.9,172.27,162.96,170.04,8141112,0,0,167.54
2007-10-19,220.04,220.45,207.49,212.56,8094132,0,0,215.14
2020-07-28,2185.92,2289.54,2185.92,2279.43,8092319,0,0,2235.2
2008-11-17,103.62,105.18,99.01,101.66,8090972,0,0,102.37
2008-12-10,107.69,109.06,103.71,105.98,8088380,0,0,106.61
2004-09-24,95.65,96.66,95.36,95.62,8083208,0,0,95.82
2012-03-14,501.44,503.05,476.95,478.42,8065314,0,0,489.96
2005-11-14,140.37,142.69,140.37,142.28,8040360,0,0,141.43
2008-10-16,102.21,102.93,91.1,96.37,8031800,0,0,98.15
2020-03-13,1645.12,1773.87,1467.88,1760.52,8029720,0,0,1661.85
2005-02-01,121.8,123.01,119.94,122.57,8019840,0,0,121.83
2005-01-06,123.01,125.43,120.45,123.05,8006888,0,0,122.99
2005-01-11,123.94,124.44,121.24,122.43,7986376,0,0,123.01
2004-09-09,92.67,92.75,90.94,91.08,7947184,0,0,91.86
2010-01-15,318.04,319.48,308.55,316.21,7945008,0,0,315.57
2013-04-25,600.81,600.81,587.41,588.94,7929194,0,0,594.49
2007-09-21,189.97,196.49,187.48,195.11,7928660,0,0,192.26
2009-07-24,194.37,194.37,188.81,192.2,7909322,0,0,192.44
2005-12-16,159.21,162.6,158.55,161.51,7907432,0,0,160.47
2009-06-01,132.69,139.88,132.69,137.48,7905804,0,0,135.68
2005-05-25,114.9,118.61,113.53,117.79,7894472,0,0,116.21
2004-12-07,113.32,114.89,113.23,113.53,7863224,0,0,113.74
2008-11-06,103.52,103.52,94.43,97.98,7861916,0,0,99.86
2012-07-12,510.88,521.3,508.5,515.47,7859080,0,0,514.04
2007-03-01,228.7,241.65,226.87,239.11,7858564,0,0,234.08
2020-03-16,1710.52,1795.56,1633.38,1653.41,7844271,0,0,1698.22
2009-10-20,244.56,249.26,243.78,247.37,7840584,0,0,246.24
2004-10-27,106.17,106.7,105.51,105.95,7837656,0,0,106.08
2005-08-18,122.87,124.57,122.71,123.5,7813656,0.38,0,123.41
2013-01-11,540.55,554.16,540.55,547.4,7805006,0,0,545.66
2009-09-03,215.05,216.84,211.28,212.56,7796744,0,0,213.93
2011-04-18,489.05,494.97,465.39,467.25,7765454,0,0,479.16
2008-11-12,103.59,108.6,100.88,104.77,7742044,0,0,104.46
2016-10-14,1050.32,1082.99,1039.43,1073.55,7741214,0,0,1061.58
2020-10-09,2773.11,2792.7,2743.5,2776.02,7739245,0,0,2771.33
2009-05-07,125.33,127.1,122.04,124.48,7738864,0,0,124.74
2009-06-19,149.54,155.49,148.75,150.65,7727732,0,0,151.11
2019-01-15,1704.23,1760.11,1702.35,1758.65,7711653,0,0,1731.34
2014-04-17,946.38,949.37,913.43,947.62,7681438,0,0,939.2
2009-07-23,186.83,191.55,186.43,188.67,7662678,0,0,188.37
2007-01-16,264.09,264.09,250.79,251.76,7625964,0,0,257.69
2005-01-07,123.94,125.34,122.33,124.87,7623136,0,0,124.12
2008-12-08,104.79,107,100.37,102.29,7621404,0,0,103.61
2007-07-06,213.2,222.75,210.35,221.55,7605684,0,0,216.96
2005-09-01,132.54,134.81,132.46,133.9,7600184,0,0,133.43
2009-07-16,169.77,172.47,163.9,166.52,7596876,0,0,168.17
2009-01-12,100.22,103.81,98.94,100.39,7595416,0,0,100.84
2010-01-22,304.06,305.66,297.55,302.8,7574990,0,0,302.52
2011-04-15,496.76,497.99,481.7,486.35,7566770,0,0,490.7
2014-01-17,977.89,977.89,938.76,941.74,7564756,0,0,959.07
2010-09-30,376.25,378.29,372.25,377.05,7560924,0,0,375.96
2009-09-09,221.46,224.96,216.34,223.23,7532186,0,0,221.5
2008-11-03,109.68,114.19,103.24,107.22,7532020,0,0,108.58
2005-06-01,124.27,124.27,121.24,121.89,7530088,0,0,122.92
2005-01-10,125.68,126.68,123.2,123.71,7521568,0,0,124.82
2020-09-14,2352.8,2472.85,2350.58,2458.69,7512131,0,0,2408.73
2020-09-23,2477.05,2486.77,2377.37,2435.06,7502280,0,0,2444.06
2020-09-22,2452.38,2521.46,2425.73,2489.83,7499613,0,0,2472.35
2009-10-23,250.97,257.27,250.78,254.84,7494460,0,0,253.46
2007-07-10,226.59,229.46,223.34,226.24,7492968,0,0,226.4
2004-11-18,112.71,115.05,112.43,114.72,7472128,0,0,113.73
2009-07-10,155.1,159.24,154.7,156.74,7468748,0,0,156.44
2020-09-08,2305.28,2359.07,2296.5,2317.37,7453998,0,0,2319.56
2009-10-06,248.92,250.3,240.98,244.64,7448054,0,0,246.21
2008-10-14,116.62,120.59,113.18,115.39,7424624,0,0,116.45
2005-08-31,129.81,133.06,129.74,132.07,7408896,0,0,131.17
2007-01-11,227.96,246.8,227.96,242.93,7400664,0,0,236.41
2006-07-27,179.38,181.74,177.53,179.82,7399848,0,0,179.62
2011-03-31,470.27,489.05,470.27,483.29,7394126,0,0,478.22
2006-04-07,183.86,188.48,176.97,178.31,7385560,0,0,181.91
2009-03-19,99.61,102.08,98.84,101.47,7382584,0,0,100.5
2008-09-24,141.06,145.63,134.39,138.82,7380724,0,0,139.98
2009-04-23,108.28,112.88,107.44,111.95,7373712,0,0,110.14
2005-05-27,119.88,121.38,117.29,118.59,7363480,0,0,119.29
2004-09-16,93.59,94.34,93.18,93.73,7358224,0,0,93.71
2004-11-09,110.62,111.63,109.68,110.75,7338712,0,0,110.67
2004-12-08,113.5,114.31,111.46,111.9,7329408,0,0,112.79
2009-05-13,126.51,127.08,121.19,122.51,7324800,0,0,124.32
2020-09-15,2458.69,2504.68,2432.24,2458.69,7318770,0,0,2463.58
2009-06-24,147.94,154.1,142.88,151.43,7303954,0,0,149.09
2008-12-11,107.67,107.67,98.33,99.44,7300252,0,0,103.28
2011-07-15,480.06,484.13,469,471.04,7279700,0,0,476.06
2005-08-03,121.7,122.63,120.34,122,7274320,0,0,121.67
2010-01-18,319.64,331.23,316.84,320.52,7261084,0,0,322.06
2020-03-18,1634.3,1670.12,1586.5,1612.47,7258778,0,0,1625.85
2005-09-05,135.38,137.91,132.21,132.58,7254784,0,0,134.52
2020-05-29,1945.88,1966.16,1926.64,1936.41,7237735,0,0,1943.77
2012-09-18,562.3,562.3,540.37,543.41,7220206,0,0,552.1
2012-07-13,531.23,535.48,518.38,521.05,7217154,0,0,526.54
2004-10-20,106.4,106.88,104.93,105.33,7206832,0,0,105.89
2018-03-16,1333.93,1335.42,1304.26,1313.89,7197482,0,0,1321.88
2009-10-16,225.44,240.74,225.44,238.31,7189942,0,0,232.48
2005-06-30,125.1,127.54,125.1,126.9,7189000,0,0,126.16
2006-03-13,167.42,174.38,167.42,172.59,7178552,0,0,170.45
2008-05-15,187.73,193.33,185.24,190,7177896,0,0,189.08
2009-01-15,101.85,102.44,97.61,99.98,7171524,0,0,100.47
2009-08-31,211.5,212.62,207.64,209.93,7170352,0,0,210.42
2006-04-27,183.33,189.05,182.16,183.66,7164848,0,0,184.55
2009-09-29,236.97,244.74,235.4,243.13,7146124,0,0,240.06
2019-12-12,1994.59,2026.24,1929.34,1965.22,7137306,0,0,1978.85
2016-04-18,1098.66,1143.67,1092.84,1128.56,7121504,0,0,1115.93
2008-12-12,99.89,99.89,93.09,94.27,7121036,0,0,96.78
2010-04-21,318.49,320.09,312.58,314.48,7107490,0,0,316.41
2008-12-05,105.46,106.81,101.51,102.21,7105448,0,0,104
2007-05-04,247.56,253.45,241.85,242.62,7101200,0,0,246.37
2020-07-30,2255.89,2327.04,2242.42,2249.57,7098496,0,0,2268.73
2010-03-31,320.49,323.39,311.4,312.74,7083046,0,0,317
2009-03-27,105.75,115.28,105.75,113.28,7079424,0,0,110.01
2005-05-10,110.07,110.07,107.11,107.69,7075952,0,0,108.73
2006-04-26,181.97,184.61,180.27,183.33,7071136,0,0,182.55
2007-10-16,210.87,213.74,203.39,204.81,7060528,0,0,208.2
2008-06-02,195.84,204.02,186.19,189.83,7054764,0,0,193.97
2006-04-10,179.33,181.21,177.44,178.77,7034440,0,0,179.19
2008-06-26,171.49,174.21,166.91,170.98,7028316,0,0,170.9
2016-09-08,1070.74,1070.74,1036.6,1053.55,7021516,0,0,1057.91
2009-06-04,135.38,139.71,135.25,139.36,7020704,0,0,137.43
2006-03-20,176.87,180.74,176.07,180.08,7012872,0,0,178.44
2020-03-23,1590.48,1718.11,1588.27,1639.27,7003490,0,0,1634.03
2007-08-30,199.75,203.01,196.49,200.52,7003172,0,0,199.94
2006-02-07,158.56,159.84,155.19,158.01,7002784,0,0,157.9
2020-09-29,2402.88,2478.08,2394.45,2455.73,6995811,0,0,2432.79
2013-02-08,582.1,603.52,581.72,597.47,6973618,0,0,591.2
2006-02-14,157.62,157.62,152.33,152.76,6962064,0,0,155.08
2005-08-10,120.59,123.5,120.59,123.16,6958080,0,0,121.96
2010-04-19,324.5,330.5,320.79,325.28,6947704,0,0,325.27
2006-10-04,192.65,192.65,186.46,187.23,6947628,0,0,189.75
2009-03-17,101.48,102.08,97.16,98.05,6946172,0,0,99.69
2019-09-20,2006.89,2030.25,1961.23,1969.28,6941979,0,0,1991.91
2007-02-22,247.75,250.12,245.09,246.67,6939112,0,0,247.41
