Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits,Avg_Trading
2009-08-14,211.1,211.1,206.32,207.72,5151814,0,0,209.06
2009-03-30,105.18,112.32,102.08,103.11,5148188,0,0,105.67
2006-10-26,205.54,207.61,204.4,205.21,5140212,0,0,205.69
2017-05-18,1117.74,1173.39,1114.2,1157.06,5138594,0,0,1140.6
2009-06-23,142.8,149.84,142.01,145.44,5135694,0,0,145.02
2020-03-19,1531.28,1654.74,1518.56,1606.53,5135111,12,0,1577.78
2012-03-19,484.63,484.63,460.7,464.93,5132864,0,0,473.73
2005-05-02,107.46,110.07,104.47,105.48,5129600,0,0,106.87
2007-10-03,201.28,209.91,201.26,206.88,5122872,0,0,204.83
2020-04-21,1732.84,1761.9,1696.22,1705.98,5122541,0,0,1724.23
2016-06-30,1141.28,1159.79,1131.49,1155.36,5121812,0,0,1146.98
2006-03-22,181.22,181.22,177.55,178.7,5121168,0,0,179.67
2007-03-05,226.79,228.5,219.17,220.22,5120880,0,0,223.67
2009-07-13,154.7,159.06,154.01,157.67,5119832,0,0,156.36
2006-12-12,222.46,224.36,210.1,213.05,5118300,0,0,217.5
2021-01-04,2923.68,3023.54,2914.71,3012.34,5113293,0,0,2968.57
2006-09-21,195.68,200.59,193.03,199.67,5107184,0,0,197.24
2017-03-24,1126.77,1126.77,1105.55,1107.33,5099814,0,0,1116.61
2012-09-17,592.93,594.31,558.33,561.09,5094390,0,0,576.66
2010-01-21,308.55,316.43,306.82,307.91,5089504,0,0,309.93
2007-09-17,196.49,197.79,190.87,191.25,5086176,0,0,194.1
2011-10-07,443.03,444.15,427.54,432.09,5085808,0,0,436.7
2007-08-09,222.37,227.9,217.62,219.63,5074436,0,0,221.88
2008-09-16,145.92,146.21,141.15,145.79,5072364,0,0,144.77
2005-02-25,128.65,128.85,126.44,127.46,5070896,0,0,127.85
2019-10-29,2063.05,2141.04,2063.05,2134.38,5064173,0,0,2100.38
2011-09-09,428.57,433.35,416.48,418.7,5062650,0,0,424.27
2008-07-01,167.8,169.16,161.99,164.45,5059616,0,0,165.85
2006-10-12,199.1,205.73,197.39,205.27,5052848,0,0,201.87
2018-05-31,1625.96,1649.45,1618.56,1632.57,5049371,14.5,2,1631.64
2013-04-12,622.37,640.26,620.88,634.91,5032060,0,0,629.61
2007-11-29,192.22,192.31,183.57,185.69,5029688,0,0,188.45
2005-03-08,131.19,132.77,130.38,132.12,5027680,0,0,131.61
2004-11-05,109.4,109.96,108.1,108.61,5023848,0,0,109.02
2005-09-06,133.03,133.49,130.49,131.47,5023440,0,0,132.12
2008-11-20,94.02,94.02,90.1,92.65,5016448,0,0,92.7
2012-04-16,441.41,445.16,436.46,443.28,5016110,0,0,441.58
2011-03-11,449.04,450.02,434.06,439.67,5012882,0,0,443.2
2014-03-27,895.63,901.62,880.33,892.78,5012476,0,0,892.59
2008-08-06,163.52,169.37,162.84,167.54,5009932,0,0,165.82
2015-01-15,1109.41,1130.76,1105.14,1112.08,5009920,0,0,1114.35
2017-10-12,1162.56,1181.99,1159.79,1178.85,5006356,0,0,1170.8
2006-06-27,156.94,156.94,151.45,155.67,5002632,0,0,155.25
2005-11-09,139.15,139.72,136.63,137.24,5000792,0,0,138.18
2008-02-26,178.28,178.28,172.68,173.34,4999584,0,0,175.64
2010-09-21,370.96,389.68,370.27,388.03,4997184,0,0,379.74
2004-12-13,114.25,115.71,114.18,115.2,4996232,0,0,114.83
2006-10-18,210.49,211.8,208.77,209.76,4995084,0,0,210.21
2016-04-28,1120.29,1137.63,1118.86,1132.14,4992744,0,0,1127.23
2007-06-15,233.28,233.28,225.63,226.47,4983152,1,0,229.67
2005-09-30,139.14,140.25,137.66,139.36,4982976,0,0,139.1
2005-01-04,125.81,126.18,124.24,124.99,4979104,0,0,125.3
2006-04-21,188.77,191.59,185.46,188.68,4973000,0,0,188.63
2019-05-30,2003.22,2034.88,1995.11,2025.21,4971725,0,0,2014.61
2018-12-27,1797.45,1828.23,1762.7,1797.4,4968201,0,0,1796.44
2005-08-19,123.63,125.22,123.26,124.6,4966272,0,0,124.18
2005-03-01,129.04,134.55,126.24,126.84,4958152,0,0,129.17
2007-01-08,239.38,239.38,231.02,236.49,4951892,0,0,236.57
2006-07-14,174.17,179.47,172.76,177.42,4949808,0,0,175.96
2008-05-20,188.12,191.01,182.76,184.47,4946904,0,0,186.59
2008-12-19,98.52,104.6,96.78,100.59,4943988,0,0,100.12
2019-12-11,1969.6,1991.57,1951.46,1985.64,4943024,0,0,1974.57
2007-09-18,191.12,193.17,190.36,192.17,4942808,0,0,191.71
2020-04-01,1792.63,1801.32,1670.98,1677.61,4941878,0,0,1735.63
2020-03-09,2022.41,2027.19,1885.96,1922.36,4940975,0,0,1964.48
2013-09-24,830.28,840,817.96,823.69,4940300,0,0,827.98
2012-09-24,547.67,548.92,533.87,539.08,4937020,0,0,542.39
2017-06-07,1230.42,1231.79,1175.47,1193.13,4927776,0,0,1207.7
2012-12-11,517.5,520.85,507.17,511.09,4926914,0,0,514.15
2007-10-25,203.56,203.75,199.55,201.75,4925272,0,0,202.15
2005-09-02,134.44,135.38,133.03,134.17,4920864,0,0,134.25
2013-09-26,830.19,838.39,821.82,825.14,4919704,0,0,828.89
2007-10-12,201.67,206.08,197.51,203.87,4912920,0,0,202.28
2008-06-03,185.22,191.01,181.01,188.15,4900256,0,0,186.35
2004-12-31,121.15,124.76,120.84,124.45,4899312,0,0,122.8
2009-09-10,224.65,226.64,219.89,221.68,4898914,0,0,223.21
2021-03-16,3038.47,3118.9,3038.47,3088.17,4894756,0,0,3071.01
2020-11-04,2586.72,2697.57,2586.72,2629.48,4893928,0,0,2625.12
2011-09-08,425.69,434.73,424.04,426.94,4892662,0,0,427.85
2018-06-28,1748.8,1754.43,1712.51,1727.89,4888125,0,0,1735.91
2009-10-29,254.12,257.91,252.2,253.34,4882712,0,0,254.39
2019-10-31,2188.01,2221.99,2175.37,2207.12,4879261,0,0,2198.12
2005-11-17,141.31,143.01,140.6,142.03,4878464,0,0,141.74
2008-12-29,93.24,93.92,90.1,93.39,4875608,0,0,92.66
2011-08-23,379.47,407.14,379.26,404.5,4874670,0,0,392.59
2006-10-13,206.57,212.37,205.18,209.26,4874112,0,0,208.34
2005-02-02,122.92,123.33,121.43,121.98,4870456,0,0,122.41
2006-05-19,184.05,184.97,174.75,178.61,4868216,0,0,180.59
2010-06-09,301.26,303.88,292.85,293.67,4867400,0,0,297.91
2007-01-31,247.2,250.4,242.42,243.54,4865928,0,0,245.89
2017-02-01,1012.81,1021.91,983.4,989.04,4864152,0,0,1001.79
2017-02-23,1101.77,1137.47,1101.77,1132.24,4853352,0,0,1118.31
2009-01-22,96.96,98.73,94.64,97.27,4848136,0,0,96.9
2010-01-27,300.46,304.34,296.51,297.77,4844398,1,0,299.77
2002-08-23,29.93,32.44,29.57,31.45,4841672,0,0,30.85
2008-01-21,173.77,173.9,154.78,159.74,4840032,0,0,165.55
2005-06-08,119.6,121.1,119.24,120.73,4832512,0,0,120.17
2009-01-05,98.33,102.44,97.54,100.92,4829776,0,0,99.81
2020-09-17,2447.44,2462.99,2418.43,2428.64,4828176,0,0,2439.37
2005-08-02,121.18,121.75,117.99,121.02,4821520,0,0,120.49
2018-04-19,1478.58,1495.93,1472.01,1483.82,4820952,0,0,1482.58
2005-07-01,126.14,126.77,125.24,126.37,4820568,0,0,126.13
2005-12-14,156.39,160.16,154.5,158.64,4819208,0,0,157.42
2013-06-28,633.49,645.9,617.89,643.3,4817096,0,0,635.14
2010-11-30,432.19,442.6,429.17,438.51,4808408,0,0,435.62
2015-10-05,1177.51,1229.58,1177.51,1203.68,4807306,0,0,1197.07
2013-06-12,633.1,633.53,619.52,622.09,4805954,0,0,627.06
2007-12-07,199.91,206.07,197.26,204.25,4805808,0,0,201.87
2007-04-27,235.37,235.65,231.98,235.27,4805284,0,0,234.57
2006-01-16,155.54,155.54,150.98,151.56,4804912,0,0,153.4
2005-05-04,103.39,105.07,103.39,104.73,4792144,0,0,104.15
2009-01-28,93.64,100.5,93.64,100,4789396,0.75,0,96.95
2006-06-28,153.35,162.11,152.02,160.79,4785400,0,0,157.07
2005-12-02,146.46,148.32,145.18,146.02,4784360,0,0,146.5
2009-03-31,103.46,107.18,103.46,106.13,4777672,0,0,105.05
2009-02-20,95.87,96.07,91.49,93.42,4771388,0,0,94.21
2008-08-05,158.75,162.57,156.77,161.53,4768200,0,0,159.91
2011-09-06,419.5,429.39,414.15,426.06,4763292,0,0,422.28
2018-10-04,2026.31,2026.36,1932.12,1940.05,4762419,0,0,1981.21
2020-04-15,1752.47,1778.98,1696.31,1703.53,4761399,0,0,1732.82
2020-11-10,2673.14,2688.95,2614.81,2625.96,4760020,0,0,2650.72
2013-04-26,585.04,585.23,573.32,575.1,4754076,0,0,579.67
2009-06-18,149.94,155.89,147.58,149.3,4753108,0,0,150.68
2010-04-22,316.12,317.95,312.88,314.86,4751116,0,0,315.45
2005-11-22,142.63,143.65,140.18,141.3,4751000,0,0,141.94
2020-08-06,2245.13,2289.05,2235.61,2277.8,4748047,0,0,2261.9
2016-01-13,1035.25,1039.71,1007.59,1018.36,4746092,0,0,1025.23
2011-09-14,412.5,424.04,409.51,418.31,4745632,0,0,416.09
2009-06-29,158.61,159.46,152.06,153.19,4745206,0,0,155.83
2005-08-09,119.59,120.71,118.56,120.47,4743752,0,0,119.83
2011-07-25,466.5,470.19,461.62,468.51,4740714,0,0,466.71
2010-02-02,302.46,305.53,294.45,295.81,4739188,0,0,299.56
2005-05-09,109.32,110.47,108.97,109.82,4739040,0,0,109.65
2007-02-19,248.02,251.32,246.84,249.62,4738696,0,0,248.95
2004-11-22,112.55,114.25,111.36,113.92,4738272,0,0,113.02
2005-01-03,124.45,126.43,124.45,126.11,4734168,0,0,125.36
2019-02-27,1924.91,1957.89,1907.92,1941.99,4732082,0,0,1933.18
2020-02-03,2097.46,2139.08,2040.15,2049.21,4728073,0,0,2081.47
2009-11-12,257.71,264.3,257.13,261.85,4727766,0,0,260.25
2020-07-31,2272.91,2304.15,2227.81,2251.45,4723290,0,0,2264.08
2011-10-04,427.91,436.4,424.08,431.02,4718224,0,0,429.85
2010-03-19,322.59,334.29,322.59,328.86,4716624,0,0,327.08
2007-07-23,223.68,228.5,222.21,227.73,4716456,0,0,225.53
2014-05-07,934.04,939.14,912.32,923.17,4716182,0,0,927.17
2011-01-27,484.78,493.93,482.35,489.62,4714118,1,0,487.67
2007-02-27,238.99,246.65,238.99,240.92,4709968,0,0,241.39
2009-12-09,278.89,284.04,276.97,282.36,4708848,0,0,280.57
2014-05-20,864.54,920.81,864.54,881.67,4702114,0,0,882.89
2005-12-19,162.6,165.15,161.76,163.41,4701168,0,0,163.23
2018-10-11,1865.08,1891.38,1823.73,1860.33,4700256,0,0,1860.13
2007-05-09,247.75,247.75,233.46,236.22,4699828,0,0,241.3
2006-05-22,181.22,181.22,164.6,168.05,4699416,0,0,173.77
2014-03-07,957.26,959.2,917.74,950.01,4698472,0,0,946.05
2007-11-13,185.27,186.97,178.12,182.1,4697988,0,0,183.11
2021-03-30,3061.31,3166.02,3039.37,3136.33,4694008,0,0,3100.76
2015-08-24,1171.43,1174.09,1140.4,1144.64,4692344,0,0,1157.64
2012-12-18,508.99,513.31,501.58,507.3,4688482,0,0,507.79
2005-08-23,124.75,125.1,123.44,123.73,4686416,0,0,124.25
2019-02-21,1806.72,1830.55,1790.02,1806.2,4683919,0,0,1808.37
2014-03-21,905.89,914.41,888.83,906.74,4680776,0,0,903.97
2018-06-26,1709.42,1745.05,1707.54,1736.61,4679712,0,0,1724.66
2005-07-19,126.47,127.37,118.18,123.73,4677744,0,0,123.94
2007-02-26,242.42,246.58,234.89,245.1,4677684,0,0,242.25
2018-06-18,1751.57,1751.57,1708.62,1715.04,4674987,0,0,1731.7
2009-03-16,100.5,103.02,99,102.43,4672896,0,0,101.24
2013-10-03,837.41,865.06,832.57,859.83,4672354,0,0,848.72
2017-01-31,1058.43,1063.92,1003.7,1017.28,4666804,0,0,1035.83
2005-05-17,108.49,108.83,106.93,107.51,4666576,0,0,107.94
2013-10-15,949.19,959.32,934.75,940.87,4665092,0,0,946.03
2019-12-03,1971.83,2005.19,1954.62,1994.49,4664774,0,0,1981.53
2006-03-09,162.34,163.09,159.51,162.8,4662712,0,0,161.93
2011-09-16,431.87,441.92,420.86,423.52,4656504,0,0,429.54
2020-01-03,2104.38,2161.75,2104.38,2140.02,4655761,0,0,2127.63
2007-12-24,207.6,215.28,201.83,213.3,4655664,0,0,209.5
2020-09-03,2238.22,2293.49,2238.22,2269.31,4654146,0,0,2259.81
2009-07-27,191.98,194.75,190.03,191.31,4652338,1,0,192.02
2019-02-20,1806.96,1824.7,1775.16,1806.72,4645778,0,0,1803.39
2007-12-13,201.77,204.15,197.54,197.91,4645736,0,0,200.34
2007-09-19,196.49,198.16,195,196.12,4642668,0,0,196.44
2005-04-13,130.25,131.47,129.47,130.96,4638600,0,0,130.54
2006-07-25,174.17,175.59,172.76,174.86,4636600,0,0,174.34
2009-01-20,96.9,99.48,95.98,97.24,4635196,0,0,97.4
2016-07-28,1170.78,1193.04,1169.22,1188.36,4632080,0,0,1180.35
2005-12-20,164.87,164.87,158.93,159.54,4628568,0,0,162.05
2020-10-12,2778.54,2816.53,2763.98,2792.85,4623203,0,0,2787.97
2010-04-29,310.51,310.57,302.7,304.36,4622964,0,0,307.04
2019-09-24,1921.18,1965.04,1919.27,1949.5,4620978,0,0,1938.75
2020-09-07,2258.95,2312.73,2253.37,2296.5,4620401,0,0,2280.39
2009-11-10,250.12,251.32,247.72,250.38,4610406,0,0,249.88
2018-06-12,1647.53,1673.79,1643.78,1670.04,4608875,0,0,1658.78
2010-02-05,294.45,294.45,287.08,289.84,4607118,0,0,291.45
2012-04-30,498.91,517.97,498.91,516.56,4604822,0,0,508.09
2006-03-16,171.49,173.66,170.48,173.23,4600064,0,0,172.22
2013-02-28,624.2,640.47,623.78,637.11,4599424,0,0,631.39
2020-09-21,2432.64,2472.01,2419.96,2432.93,4598809,0,0,2439.39
2009-11-13,261.69,269.66,258.73,267.76,4597896,0,0,264.46
2009-02-09,98.53,103.19,97.87,101.48,4595224,0,0,100.27
2005-06-16,119.4,120.34,118.19,119.39,4593552,0,0,119.33
2005-05-18,107.83,107.83,104.93,106.77,4588224,0,0,106.84
2010-03-10,305.95,314.26,304.46,312.5,4587874,0,0,309.29
2009-03-23,103.36,104.36,100.7,102.4,4587312,0,0,102.7
2020-05-26,1978.28,1987.12,1889.92,1907.59,4575317,0,0,1940.73
2020-10-21,2714.57,2724.48,2639.29,2651.53,4570143,0,0,2682.47
2012-05-16,505.54,514.61,500.05,506.95,4567936,0,0,506.79
2011-09-23,407.14,418.27,404.77,408.09,4564232,0,0,409.57
2009-08-28,217.38,219.07,211.54,215.41,4563136,0,0,215.85
2008-07-14,155.2,155.2,147.63,148.96,4559896,0,0,151.74
2011-08-17,401.58,415.96,399.72,412.05,4557892,0,0,407.33
2020-03-26,1798.22,1798.66,1691.16,1758.31,4556067,0,0,1761.59
2009-11-04,244.17,250.92,243.73,250,4555798,0,0,247.2
2012-03-21,471.13,488.88,470.96,487.2,4553242,0,0,479.54
2007-05-24,238.22,238.22,232.7,233.41,4552804,0,0,235.64
2009-08-07,205.77,207.9,201.58,202.78,4552666,0,0,204.51
2011-02-10,449.04,454.96,437.61,445.27,4551822,0,0,446.72
2011-01-20,480.89,496.68,480.89,494.01,4545208,0,0,488.12
2005-11-24,142.82,144.44,142.82,143.6,4544088,0,0,143.42
2006-05-18,187.82,188.76,179.33,181.75,4542360,0,0,184.41
2005-01-20,116.95,116.95,114.62,115.9,4536200,0,0,116.11
2009-03-09,92.83,94.59,90.45,91.24,4535184,0,0,92.28
2015-02-05,1105.93,1137.39,1105.49,1120.15,4530168,0,0,1117.24
2013-01-10,536.31,537.23,526,527.3,4522838,0,0,531.71
2009-09-23,242.17,243.63,233.91,235.36,4522410,0,0,238.77
2019-12-10,2003.24,2004.07,1948.06,1957.39,4520045,0,0,1978.19
2010-11-29,429.95,439.53,428.01,436.59,4518892,0,0,433.52
2006-05-30,176.02,178.87,173.19,175.59,4516056,0,0,175.92
2010-12-16,451.96,466.22,449.98,464.87,4515704,0,0,458.26
2010-12-20,462.47,479.67,454.34,475.47,4514046,0,0,467.99
2008-07-15,148.96,152.57,143,145.62,4509844,0,0,147.54
2020-07-17,2207.63,2214.44,2161.3,2171.86,4509135,0,0,2188.81
2018-09-21,1951.52,1992.86,1926.29,1976.09,4508530,0,0,1961.69
2017-07-14,1099.32,1118.7,1095.63,1105.99,4508432,0,0,1104.91
2015-05-18,1103.34,1108.23,1095.88,1106.1,4507752,0,0,1103.39
2006-03-01,160.45,164.74,159.25,164.25,4506152,0,0,162.17
2017-02-22,1124.99,1126.86,1094.99,1100.17,4505496,0,0,1111.75
2009-02-11,102.08,103.06,100.89,101.44,4502732,0,0,101.87
2005-10-28,132.74,132.74,127.65,128.33,4501496,0,0,130.37
2018-04-27,1639.05,1647.88,1590.23,1605.08,4501330,0,0,1620.56
2016-11-09,991.73,1034.95,974.83,987.11,4500226,0,0,997.15
2016-06-28,1129.45,1132.64,1112.5,1115.01,4499524,0,0,1122.4
2009-02-24,92.62,93.74,90.75,92.4,4495532,0,0,92.38
2010-04-08,318.89,323.49,316.48,320.27,4494438,0,0,319.78
2008-05-09,185.03,185.03,175.58,176.93,4492296,0,0,180.64
2005-08-22,124.57,126.77,117.04,123.89,4492016,0,0,123.07
2009-07-06,157.48,158.05,150.08,151.01,4488916,0,0,154.15
2012-12-17,519.24,523.32,503.71,505.14,4482898,0,0,512.85
2010-10-18,394.56,400.25,378.29,399.13,4480734,0,0,393.06
2011-10-11,442.99,444.23,426.3,428.92,4476374,0,0,435.61
2008-09-22,168.99,168.99,146.6,149.29,4472944,0,0,158.47
2005-10-03,136.82,141.48,136.82,140.82,4472520,0,0,138.99
2009-07-15,162.99,169.49,162.63,167.85,4470094,0,0,165.74
2005-01-25,113.21,115.55,112.49,115.13,4465928,0,0,114.09
2009-07-14,160.65,163.07,158.82,161.42,4464136,0,0,160.99
2008-05-13,179.44,181.64,171.52,174.62,4462876,0,0,176.8
2009-05-21,132.03,134.98,126.91,127.59,4459324,0,0,130.38
2011-08-25,399.6,400.96,386.54,391.65,4445488,0,0,394.69
2013-08-28,776.34,826.5,776.34,810.27,4444684,0,0,797.36
2007-03-07,229.08,233.4,220.58,227.13,4440632,0,0,227.55
2011-09-07,426.14,432.69,422.39,424.86,4432156,0,0,426.52
2011-09-28,432.07,438.75,427.33,431.83,4425190,0,0,432.5
2015-05-29,1148.5,1162.36,1139.83,1145.56,4423532,0,0,1149.06
2018-09-04,1935.36,1977.59,1932.68,1972.09,4420803,0,0,1954.43
2008-07-30,164.12,164.12,155.2,162.75,4420076,0,0,161.55
2011-09-02,442.17,442.89,417.03,421.19,4413506,0,0,430.82
2012-05-31,505.95,520.42,505.95,516.04,4411602,0,0,512.09
2009-11-26,281.66,282.62,273.69,274.85,4409118,0,0,278.21
2019-02-19,1858.86,1859.8,1785.26,1797.33,4408554,0,0,1825.31
2004-12-27,118.35,119.75,117.62,118.4,4400504,0,0,118.53
2019-04-04,1960.9,1962.37,1894.15,1900.85,4397518,0,0,1929.57
2020-10-14,2816.65,2816.65,2762.68,2784.54,4395936,12,0,2795.13
2006-07-21,170.2,170.84,165.9,167.31,4391664,0,0,168.56
2005-10-17,134.44,135.57,133.86,134.83,4388816,0,0,134.67
2007-08-20,207.7,210.75,201.49,202.35,4386844,0,0,205.57
2007-01-03,238.24,244.9,235.61,243.41,4384972,0,0,240.54
2007-08-01,219.49,219.49,212.98,213.77,4382172,0,0,216.43
2005-02-10,124.27,125.54,123.62,124.52,4376648,0,0,124.49
2013-10-14,903.54,944.94,902.47,939.74,4374460,0,0,922.67
2009-09-30,244.94,248.07,243.84,247.35,4373424,0,0,246.05
2010-05-05,300.46,307.67,296.51,306.77,4371230,0,0,302.85
2007-07-18,221.23,223.72,219.39,223.08,4371180,0,0,221.86
2018-01-22,1376.8,1457.57,1358.67,1449.06,4367110,3.5,0,1410.52
2016-03-31,1109.99,1142.11,1107.24,1128.8,4363964,0,0,1122.03
2021-08-13,3360.75,3480,3357.5,3463.4,4363584,0,0,3415.41
2007-08-21,206.36,206.36,192.56,194.62,4363364,0,0,199.98
2008-03-19,159.76,162.07,155.42,156.56,4361924,0,0,158.45
2007-10-04,207.99,207.99,202.05,206.9,4359804,0,0,206.23
2010-07-28,345.34,348.16,343.72,346.74,4359228,0,0,345.99
2011-10-17,474.52,475.55,457.95,461.64,4358690,0,0,467.41
2016-09-16,1060.17,1078,1052.59,1071.51,4358004,0,0,1065.57
2006-02-03,154.78,155.52,152.18,153.92,4357520,0,0,154.1
2005-03-21,137.37,137.82,134.98,136.09,4354120,0,0,136.57
2011-03-23,437.2,437.2,431.59,434.49,4352248,0,0,435.12
2004-12-16,116.34,117.88,115.37,117.67,4350464,0,0,116.82
2014-06-05,888.02,902.22,881.59,897,4348470,0,0,892.21
2020-09-28,2407.97,2411.91,2334.94,2394.45,4347166,0,0,2387.32
2010-01-20,316.53,316.53,308.01,311.41,4347054,0,0,313.12
2009-06-16,152.04,156.09,147.24,154.36,4344006,1.25,2,152.43
2015-04-23,1084.86,1088.29,1067.18,1078.39,4342990,0,0,1079.68
2007-06-28,218.74,218.74,215.12,217.38,4342792,0,0,217.49
2009-02-05,98.53,99.04,94.24,95.16,4341548,0,0,96.74
2013-03-08,667.77,670.15,661.43,664.9,4341502,0,0,666.06
2021-08-17,3482.1,3560.8,3463,3553.05,4336019,0,0,3514.74
2013-09-25,824.54,837.05,815.5,832,4333858,0,0,827.27
2008-01-18,178.67,180.68,172.44,173.61,4333816,0,0,176.35
2018-11-26,1712.7,1751.31,1680.22,1738.22,4333177,0,0,1720.61
2017-09-28,1154.1,1163.02,1134.34,1145.65,4332866,0,0,1149.28
2020-03-27,1786.83,1816.29,1718.5,1791.25,4331250,0,0,1778.22
2010-01-11,281.28,287.72,279.85,285.36,4318408,0,0,283.55
2013-01-31,566.49,568.01,557.07,564.52,4313168,0,0,564.02
2004-11-23,114.68,115.74,114.08,115.14,4312792,0,0,114.91
2009-09-15,224.65,229.31,223.85,227.79,4308186,0,0,226.4
2010-04-23,315.7,317.28,311.48,312.56,4306068,0,0,314.25
2013-09-10,843.44,856.48,841.32,844.25,4300972,0,0,846.37
2017-11-30,1230.97,1237.14,1216.75,1223.25,4299962,0,0,1227.03
2020-02-28,2015.59,2017.05,1939.56,1949.46,4298076,0,0,1980.42
2016-12-15,1001.74,1033.63,1001.74,1027.8,4295410,0,0,1016.23
2006-06-19,159.03,159.5,154.89,157.92,4294088,0,0,157.83
2009-10-22,251.73,256.49,245.1,249.28,4292924,0,0,250.65
2010-04-15,329.3,334.47,328.12,329.18,4290952,0,0,330.27
2006-07-03,164.89,171.09,163.99,170.4,4285520,0,0,167.59
2021-04-01,3168.65,3192.38,3122.88,3142.73,4285076,0,0,3156.66
2009-03-05,91.62,92.79,90.25,91.28,4284496,0,0,91.49
2006-03-29,177.35,179.6,176.21,179.15,4284296,0,0,178.08
2012-03-15,480.26,485.21,474.46,482.21,4284236,0,0,480.54
2019-01-04,1788.97,1790.1,1733.42,1767.17,4280862,0,0,1769.92
2018-01-17,1331.33,1356.84,1327.69,1340.12,4280806,0,0,1339
2006-12-11,223.41,226.08,215.62,223.12,4279432,0,0,222.06
2020-12-08,2715.56,2780.52,2708.07,2772.35,4277818,0,0,2744.13
2016-11-25,1006.29,1049.62,997.28,1046.48,4276148,0,0,1024.91
2007-02-02,247.56,249.09,246.81,247.85,4274616,0,0,247.83
2016-06-27,1152.6,1152.6,1123.48,1129.45,4272566,0,0,1139.53
2018-01-16,1278.45,1327.46,1275.92,1322.45,4267752,0,0,1301.07
2010-05-07,303.26,305.51,294.45,297.01,4267152,0,0,300.06
2019-05-31,2038.14,2080.55,2030.82,2072.63,4265370,0,0,2055.53
2013-08-22,724.1,763.24,719.94,755.51,4260988,0,0,740.7
2010-08-09,350.28,359.45,344.16,357.89,4259986,0,0,352.95
2017-07-27,1176.07,1195.78,1141.05,1148.08,4255304,0,0,1165.25
2002-12-30,40.15,42.92,39.23,42.49,4253744,0,0,41.2
2005-12-15,159.2,160.01,157.18,158.53,4249016,0,0,158.73
2020-07-27,2136.58,2185.92,2135.1,2177.83,4248480,0,0,2158.86
2012-09-21,553.9,556.99,542.78,545.18,4247758,0,0,549.71
2006-07-05,171.99,176.25,170.38,174.42,4245072,0,0,173.26
2020-04-29,1839.85,1877.7,1816.34,1870.92,4241510,0,0,1851.2
2008-07-22,158.3,163.72,156.37,161.37,4241164,0,0,159.94
2019-09-26,2000.22,2008.9,1966.95,1990.4,4234281,0,0,1991.62
2009-10-15,236.6,238.15,229.03,231.74,4232380,0,0,233.88
2009-12-08,279.63,280.03,275.79,279.01,4226172,0,0,278.61
2007-03-16,236.59,239.72,231.58,235.87,4224284,0,0,235.94
2021-02-25,2953.08,3008.59,2947.57,2974.23,4224073,0,0,2970.87
2008-09-26,136.28,136.28,129.7,131.65,4217244,0,0,133.48
2014-05-22,893.84,905.46,884.61,900.32,4216842,0,0,896.06
2006-06-02,161.86,169.89,159.32,169.32,4213560,0,0,165.1
2011-02-01,475.58,475.58,462.51,469.52,4212708,0,0,470.8
2013-03-15,660.21,663.74,655.43,659.48,4212398,0,0,659.72
2019-04-25,2052.29,2080.6,2045.73,2071.16,4211526,0,0,2062.45
2020-10-13,2807.65,2817.42,2775.28,2789.44,4209878,0,0,2797.45
2006-02-15,155.53,155.53,151.49,152.84,4209320,0,0,153.85
2009-08-24,205.51,209.45,204.55,207.74,4207204,0,0,206.81
2020-06-23,1995.91,2012.65,1979.17,2004.08,4205944,0,0,1997.95
2010-08-26,355.51,357.54,349.92,356.52,4204428,0,0,354.87
2007-05-15,240.13,240.13,233.46,235.95,4203120,0,0,237.42
2008-09-17,145.63,148.87,141.73,142.14,4200868,0,0,144.59
2005-07-21,123.9,123.9,120.06,121.02,4198984,0,0,122.22
2003-01-03,44.61,45.39,43.5,43.88,4198040,0,0,44.35
2011-04-25,488.64,491.5,478.7,488.99,4191552,0,0,486.96
2021-02-18,3043.44,3076.11,3009.68,3035.84,4189909,0,0,3041.27
2010-09-08,351.44,359.13,349.37,357.56,4189478,0,0,354.37
2005-11-07,132.65,138.27,132.65,137.99,4188480,0,0,135.39
2015-04-22,1067.09,1085.3,1056.58,1073.06,4186812,0,0,1070.51
2020-07-03,2130.47,2171.18,2127.12,2165.91,4185208,0,0,2148.67
2011-03-07,458.84,459.25,446.78,452.41,4184588,0,0,454.32
2020-09-18,2452.38,2467.57,2404.41,2417.74,4183256,0,0,2435.53
2009-11-06,247.72,253.7,245.19,248.58,4179484,0,0,248.8
2009-08-06,210.71,212.86,204.81,206.09,4178748,0,0,208.61
2007-06-14,230.6,232.51,228.94,229.56,4176068,0,0,230.4
2017-02-16,1122.3,1130.51,1111.17,1116.71,4175680,0,0,1120.17
2010-03-17,334.11,338.88,332.51,336.79,4174794,0,0,335.57
2013-06-20,602.13,607.28,592.85,595.14,4172878,0,0,599.35
2019-11-01,2201.62,2212.32,2134.52,2140.26,4172620,0,0,2172.18
2008-07-03,170.91,170.91,159.18,166.19,4172528,0,0,166.8
2008-10-03,129.46,129.46,125.06,128.01,4172404,0,0,128
2010-02-08,292.05,294.35,283.69,290.1,4170344,0,0,290.05
2008-02-01,170.75,181.58,168.5,179.34,4169520,0,0,175.04
2011-08-12,408.19,408.75,386.33,390.31,4169084,0,0,398.39
2013-03-20,646.77,660.49,646.75,654.19,4168136,0,0,652.05
